accuracy,precision,recall,specificity,f1,balanced_accuracy,tn,fp,fn,tp,roc_auc,pr_auc,experiment_name,display_name,model_key,privacy_mode,privacy_score,split,threshold,n_samples,mean_latency_ms,median_latency_ms,p95_latency_ms,fps,utility_per_ms
0.6756756756756757,0.6470588235294118,0.6470588235294118,0.7,0.6470588235294118,0.6735294117647059,14,6,6,11,0.8058823529411765,0.7750695729564058,yolov8n_rgb,YOLOv8n RGB,yolov8n,full_rgb,1,test,0.5099999999999999,37,64.3262199992023,55.022699998517055,109.2080249967694,15.545760344885817,0.010059021399631999
0.7297297297297297,0.6842105263157895,0.7647058823529411,0.7,0.7222222222222222,0.7323529411764705,14,6,4,13,0.7823529411764707,0.7019144995798492,yolov8n_blur,YOLOv8n Blurred,yolov8n,blurred_rgb,3,test,0.59,37,64.3262199992023,55.022699998517055,109.2080249967694,15.545760344885817,0.011227493582417534
0.8378378378378378,0.7619047619047619,0.9411764705882353,0.75,0.8421052631578947,0.8455882352941176,15,5,1,16,0.9382352941176471,0.9326052903570661,yolov8n_pose_rgb,YOLOv8n-Pose Skeleton Output,yolov8n_pose,full_rgb,4,test,0.14999999999999997,37,39.272635000088485,35.430250005447306,70.50075000297511,25.463022789220712,0.021442545506712176
